Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",1.0 out of 5 stars,,IIOTEXPERT,Wrong weight display,Bad. Wrong weight display. Not able to return also. Lost money ..,6 July 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",3.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,ADIL POLAD,Easy to use,very delicate product handle with care,4 July 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",5.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,Sachin,Perfect tool for a traveler,1) It's more than 1 year now and doing its job perfectly fine. I am using my 23Kgs capacity for international travel bags very effectively with the help of this tool. I filled my bags up to 22.750 kg and i never exceed the baggage limit. 2) Easy to Use.3) You may feel little inconvenient to hold anything above 10kgs with hands due to design of steel handle while measuring.A must buy for traveler to save time at airports.Regards,4 July 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",1.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,benaud,Showing irrelevant and inaccurate measurement values,I rarely use it. Recently find it showing faulty values. Disappointed,2 July 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",1.0 out of 5 stars,,siva5206,Stay away from this product.,Its useless. Dont waste your money on this product. woudnt work and shows error and nothing else.Horrible product. Stay away. thanks,1 July 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",5.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,Chirag bansal,Excellent,Perfect device for both small and large weight.,30 June 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",5.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,Tejas Patel,Excellent Product,"The media could not be loaded.
                



Working accuracy. Good for travel bag weight check. Excellent and user-friendly product.",30 June 2024
"GLUN® Electronic Portable Digital LED Screen Luggage Weighing Scale, 50 kg/110 Lb For Multi-Purpose Use.",4.0 out of 5 stars,Model: HOOKTYPE50KGDIGITAL,J,Serves the purpose.,It's easy to use and accurate. And the display is good. That is all I would be looking for in a weight machine. Also reasonable price.,30 June 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,BLUE HUNTER,Kirti Aggarwal,Okish quality,It is not a sturdy product. Good for a short term use but can be easily torn or damaged.,21 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Affordable with superb quality,Colour quality,Colour is so pretty and so do the qualityHave enough space,21 August 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,BROWN,Mahender,Recived wrong color,The photo shown on Amazon app product if different from what I recieved.,21 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BROWN,TK,"Great Wallet, must have","I liked the wallet, good size that fits pocket. So many spaces to slip your Credit cards, ID cards, cash and other things to keep. Has zipper and press button pockets to secure. Material is also good, hence ended up purchasing 2 wallets.",21 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,Dark Brown Hunter,Bala Subramanian,The inner pockets could be more fitting,The pockets in the inner side to store the cards are a bit difficult because of the quality idk but putting cards inside need a ton of effort before they go in,20 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Visi Enterprise,Excellent,Excellent,19 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,Hunter Blue,Arunkumar U,Worth,Good quality of material and liked the colour. It's actually little bulky.,17 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,MAROON,Datta,Good quality,Best quality and too may card slots,16 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,James Bond,Outstanding,Good and Well Quality,16 August 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,CRACKLE,Priyanka Chaudhary,Received different brand product,,15 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,Kanisha,Good,Good,14 August 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,BLUE CROCO,Tanvir,Card pocket,The area for cards was very small,13 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Prasenjit Paswan,Value of Money,Real Color ease of use good leather quality,13 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Prashant T.,Nice product,Nice product,12 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,GREEN,Satyam,Awesome Product,"Awesome Product, great space to accommodate all my debit and credit cards. A value for money Product, very happy with this product.",11 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BROWN,DINESH  KHATUA,Sweet dreams.,Nice.,11 August 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,BLACK CROCO,Sameer,Worst purchase,"The media could not be loaded.
                



Poor quality inner material, stitching comes of easily. Kindly see the picture after 11months of use. Don't buy.",11 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Today on 27th we received product in good condition one day before delivery time.Sound quality eco and bass is very nice at this price.mic quality is very cheap.can be improved with little price hike.otherwise the product is very good.,Very nice,Product reached 2 days before given date. Received in good and attractive packing. Product is same as shown in pics. Very happy. Can go for it without any hitch.,10 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,GREEN CRUNCH,Sachin Tarve,Wild horn is always good.,Wild horn is always good.,10 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Sugunavathi,Good one,It looks plump in the pocket,10 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,JADE BLACK,Prem Chand,Value of money.,"Item colour is diffrent which colour I ordered, supplied item colour is black.",10 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BROWN,Rohan D Yadav,Color inaccurate,Product is good but the color is inaccurate I ordered brown color but the product is dark brownWhen i opened the box for the first time it felt like there was some mistake and they sent black colorEven in bright light as i have posted the picture of the product its very dark brownLeaving that the product is good.,9 August 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,Hunter Blue,Sandeep Gupta,It's enhanced the quality of material.,So badd product. I'm not able to say about this.,9 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,CRACKLE,Sahisnu saha,Very good quality,Awesome storage  capacity leather quality is very good easy to use comfort and fit packaging are also very good,8 August 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,TAN HUNTER,Parveen Kumar verma,V Bad Quality,Does not look like what's shown in the picture. The color is very dull also quality is extremely bad. Would not recommend this at all. Save yourself and don't purchase it.,7 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Sachin,Awesome,Wonder full,7 August 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,BROWN,Vamsi Bommana boina,Good,Good,7 August 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,Hunter Blue,ANANTHU R KRISHNAN,Utily wise its good but look wise it's pathetic,The material quality is bad. It looks bad. Colour not matching to the photo. Utility wise it's ok.. I didn't like it,6 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,mamta phalaswal,Ok ok,Look like used product,4 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,GREEN CRUNCH,It's very helpful for me to easily workout daily routine in time. This material was so good and effectivly for exercise.,"Yeah it is very nice leather wallet. This product was so good shiny, soft leather work.","Yeah it is very nice leather wallet. This product was so good shiny, soft leather work. It's looking so good. Comfort it and easily put in pocket",3 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Abhilash Ukande,Good quality wallet,"Lots of packets, best leather used. Best product in this price rang.",3 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Amazon Customer,Quality is good,"Quality is good,but price some what a little bit high.",3 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,TAN HUNTER,"Don't buy it , in  a month I'm visiting 3 times of service centre",Good product,"Good product,",2 August 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Ashu,Not waterproof 😔 otherwise all good 😊😊😊😊😊,Mst hai dailyusage me to 1 mahine use karne ke baad review dala hai,1 August 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Muskan sheikh,Best,Comfortsame colourSize normalCard slots is very goodEasy of useColour quality best,31 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,It's very nice 👍,Quality is not that good as expected but the plus point is that it is spacious enough..,FineColour is uniqueSpaciousDurability is less,31 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,Hunter Blue,priyank,Best,Light weight products,30 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Aditya,"Multiple compartments, Amazing look","Product is satisfactory and seems Durable, look and design is also looks nice.",30 July 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,BLUE HUNTER,Abhishek dubey,worst quality product,"This wallet is reasonably priced, but the quality is subpar. Buyers should consider avoiding this brand.",30 July 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,GREEN CROCO,Umang,Card's does not fit slot,"Card slots are too small none of the cards like ATM, Credit Card, Student ID, DL nothing fits in the given card slots",30 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,TAN HUNTER,Aravinth N,Quality,Valve for moneyFitsExtra spaces availableAmazing design of section splitting in it,29 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,CRACKLE,Praveen,Worthy to buy,Quality of wallet is great and pockets for cards are enough.,28 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,TAN CRUNCH,Dimple George,Sturdy,Good for gifting. Nice sturdy wallet with adequate storage for cash and cards. Easy to carry around.,28 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,CRACKLE,Charan,Nice wallet who are looking for more compartments,I have been using using this wallet since a week I have to tell you that it's a excellent product.,28 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Suman Astagikar,Wallet,"Wallet is superb the colour, fit, stitching, durability",27 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,BROWN,Parminder Singh,Just ok not upto the mark and price is high as per product,Just ok not upto the mark and price is high as per product,27 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,Hunter Blue,Placeholder,Value for money,"The media could not be loaded.
                



I have been using this product for a while now here is my honest review. Stiching of the wallet is really good. It is durable and comfortable. The colour is really pretty as shown in the image but after some use the colour fades and now my wallet looks like blackish in colour. I would we very thankful to the makers of the tell us how we can clean it and bring back the old colour.",25 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Shah priti,Good product,The color is same as shown the product is also very good.,25 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,ARPITA PAL,Amazing,"Value for money ,good quality, stitching also very nice.",24 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BROWN,G.UDAY KUMAR,Wallet,Quality superb and colour has decent value for money,24 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,surinder,Good one,"Good one,have many card slots",23 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,TAN HUNTER,Nidhi Dixit,Bulky,"Quality is good , but little bulky ..colour as shown in the picture. It's durable.but it's bulky hence not so recommended",23 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,THEJUS K,Great Product,Great product. Feels premium and I specifically liked the colour,22 July 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,BROWN,Shilpa,Average quality,Not same as shown in picture bit disappointed but I got the discount on this product so it's fine... But I wanted to gift someone or it's not appropriate for a birthday gift 😔,22 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,JADE BLACK,M pruthvic reddy,Good product,Very good product,22 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Customer,Purse review,Amazing purse for gifting a men for daily it's best and it's also have a lots of pocket easy to carry Love it 👍,20 July 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,GREEN CRUNCH,Gagandeep Singh,Not worth it.,As per price and look. I was accepting it to be very good durable . But in real it was cheap looking and very badly made. Don't buy it is waste of money,19 July 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,Hunter Blue,Ameer,Wry bad,Very poor quality. Not looking like same as shown. Real disappointed,19 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,RP,Good one!,I purchased this as a gift for my brother for his birthday and he liked it. So I'm happy.However they had a provision to send a message so I sent a birthday note but he didn't receive any birthday note. That was disappointing.,17 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,SYED KAREEM,Quality was good,"The product was good & has 11 card holding pockets , I am happy with the product but wallet had lot of scratches on both side (Front & Back ), Its look like there delivered the return product used by other customer..",16 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BROWN,Prasad,Very Good premium product,"It's very premium, has multiple card pockets as expected and mentioned in the description, loved the pullout section makes life so easier",16 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BROWN,SD,Excellent👍,This is amazing product. Must buy.,14 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,OLIVER GREEN,Gaurav Sharma,Colour is not as good as expected,"The media could not be loaded.
                



Colour is not as good as expected and not so much comfortable",14 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,Hema,worth the penny,the leather and colour of the wallet is extact the same,13 July 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,BROWN,NAKSH WALIA,Purse,Very poor quality and too small and colour is very good,13 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Shana Parveen,Scratch on the wallet,The product is good bt i received the damage product,13 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Shubham,Good Wallet,It has ample of space to keep money and other stuff like cards and change.,13 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,TAN HUNTER,Wildhorn,Must,Looking nice go for it,12 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,Sheikh simran,Loved the product,"Good quality product color is also nice, comfortable to use, easily fir in pocket",10 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,CRACKLE,Kp Murugesan,Good,Value for money,10 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,Saima roohi,Another slot section is missing,Nice product but one another slot part missingLeather quality weight comfort fit,6 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,MAROON,Poonam Rawat,Nice,I gifted this to my husband... He likes it .,6 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,K Ravi kumar,Super light waight,Paisa vasool and looking too good,5 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,OLIVER GREEN,"Nice product., easy to handling",Nice product,Good,5 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,BLUE HUNTER,Ombir Phogat,Havy weight,"धन्यवाद, अमेजन प्लेटफार्म और इसे जुड़े कार्यकर्तायहां से मुझे हर चीज सही कीमत में और अच्छी गुणवत्ता के साथ मिली है।मैने यहां से ऑर्डर की हर चीज को पहले इस्तमाल किया है फिर जो भी उस प्रॉडक्ट में मुझे नजर आया चाहे वो खुबिया हो या खामियां सब यहां बताई है।इसका वजन अधिक है और इसे जेब में रखोगे तो बहुत ही भारी लगेगीक्वालिटी बहुत ही अच्छी ह",4 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,Hunter Blue,Ok,Ok,Less comfortable,4 July 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,BLUE HUNTER,Ramesh,Satisfied,But not good as I thoughtAnd what i see in app is different when it was seen by nakedness eye,3 July 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,TAN CRUNCH,Very nice product,Very nice,Bahut accha product hai,3 July 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,BLUE HUNTER,Vrn,Abc,Wallet is very cool and comfortable but delivery agent behaviour not good.,2 July 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,Hunter Blue,V k.,Old stock,"Totally DISAPPOINTED! This is my 3rd return of the product. Every time I received a old stock leather wallet. The leather is hard, brittle and not at all grainy (suede). FEELS LIKE PLASTIC! The colour is also not the same.I had purchased the same wallet for my son 2yrs ago and it was excellent quality. Leather was soft and grainy. And colour was same as displayed.",2 July 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,Hunter Blue,Vinay K.,Very nice quality,Worth buying it,29 June 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,CRACKLE,Kishore kumar,Quality,Nice product,29 June 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLUE HUNTER,Tanya S.,Quality,Good product go for it value for money,28 June 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,BLACK CROCO,Best in quality and fabrics is also good,Best product,Best in quality and fabric too,28 June 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,BROWN,Placeholder,Average product,Not bad in this price,28 June 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,TAN HUNTER,Asma U.,Not too good,Simple looking good but very big one,27 June 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,Hunter Blue,KK,Old Stock,"Got a old stock, it seems like it is a used one.Ordered Hunter Blue, received a dirty old one utterly disappointed.",24 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BROWN,RAJEEV KUMAR NIRALA,As advertised,Purse material is of very good quality for the price and has ample pockets for all your cards and cash.,24 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Simranjit Singh,⭐⭐⭐⭐⭐ Excellent Wallet!,Great quality and stylish design. Plenty of compartments for cards and cash. Durable and perfect for everyday use.,23 June 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Vamsi Krishna,"Good, Using for 10 months",Nice quality,23 June 2024
WildHorn RFID Protected Leather Wallet for Men,1.0 out of 5 stars,Hunter Blue,satish patil,Look like olredy yous,I need replacement this item,22 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,Hunter Blue,Mithun Achary,Value for Money,The colour is slight different from the shown one but overall the quality is good. Will update after some daily usage.,22 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,JADE BLACK,Ashwani kumar,Nice !!!,"I purchased it for my papa and he loved it. It's comfortable, it's colour is also beautiful, it has many pockets inside it which is good.It is nice 👍🏻",22 June 2024
WildHorn RFID Protected Leather Wallet for Men,2.0 out of 5 stars,BLUE HUNTER,Anirban Pramanik,Not happy,Not that good,21 June 2024
WildHorn RFID Protected Leather Wallet for Men,3.0 out of 5 stars,GREEN,sagar subba,Quality issue.,Quality not good as colour start to fade after 15 days use.Not recommended.,21 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,OLIVER GREEN,19carnations,Reality,"The quality is really 'smooth like butter'. If you wanna purchase an asset, please go for it.",20 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,TAN HUNTER,AKASH CK,Good quality product.,Value for money.,20 June 2024
WildHorn RFID Protected Leather Wallet for Men,4.0 out of 5 stars,OLIVER GREEN,Jagannath B O,Fantastic,Good,19 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,BLUE HUNTER,Kindle Customer,Good one,It is a ten product,19 June 2024
WildHorn RFID Protected Leather Wallet for Men,5.0 out of 5 stars,Hunter Blue,Nikhil Mishra,Good quality,Quality is very good at affordable price. Nice things to gift to parents and freinds. Go for it dnt hesitate,18 June 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Cabin 55cm,Sudhir kudtarkar,Good,Good quality,23 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Set of 2 (Cabin + Medium),Very very comfortable for kitchen plateform and it reduces waste of washing liquid,Luggage,I found it quite good to my requirement... zip lock and the whole supply is thumbs-up awesome colour and quality,23 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Cabin 55cm,Mini,Value for money,Good product- value for money,22 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,Midnight BlueSize: Large 77cm,Sunil Kumar,Nice,Heavy duty. It's really having enough space to carry necessary items full loaded.,21 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Set of 3 (Cabin + Medium + Large),Worst Product I ever get in my life till now.,Very happy,****,21 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Div,Not good for marriage,That's what sasural told me. They were not happy. Canceled marriage because of this.But it saved my life from that family. I'm happy.,21 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,Anish Singh,Check carefully when delivered,,20 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,Aisha1,Excellent,Very good in appearance. Color is very elegant. Easy to use. Holds a lot of clothes with its simple rectangle shape. Material looks scratch resistant. Will need to check for durability.,19 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,Meera,Go for it,Very handy,17 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",2.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Anjali Arora,Dislike the product.,It's quality and finishing is not appropriate and most important I don't find this product up to the mark. Please arrange to return it.,15 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",1.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,I buy day suitcase which is which cost is the 1600 rupees sorry sorry 1800 and I buy it for a 1799 and that I paid in the phonepe but I did not reacham my suitcase or some my goods I have I want to listen biggest issue on this and if this repeat again I can keep the comments on it but I do not got any research money so please send us the money what we had given to you and also do not do this to every customer I think the Safari will be possible and refund my money go to the high court and I will play issue and the Safari can be closed it collections,Bab issue,,15 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Set of 3 (Cabin + Medium + Large),Soumen Guchhait,Good,Not best quality but money worthy.,14 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",3.0 out of 5 stars,Midnight BlueSize: Medium 67cm,Sanju,Pakaging was very bad,"The pakaging was very bad, it was all turn outNevertheless product was in good conditionIts of good size and sturdy. Liked the colour though its lil shiny than shown in picture",13 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Set of 3 (Cabin + Medium + Large),Amol,Excellent,Looks stylish...unique colorful color....solid,12 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Set of 2 (Cabin + Medium),Amazon Customer,Good,Na,10 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",5.0 out of 5 stars,CyanSize: Set of 3 (Cabin + Medium + Large),Aishvarya Srivastava,Product is good,One bag is missing,10 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,Midnight BlueSize: Cabin 55cm,Akanksha pawar,Great quality,"The media could not be loaded.
                



Great product worth the money looks classy with grt quality.",9 August 2024
"SAFARI RAY 67 Cms Check-in Trolley Bag Hard Case Polycarbonate 4 Wheels 360 Degree Wheeling System Luggage, Trolley Bags For Travel, Suitcase For Travel, Midnight Blue",4.0 out of 5 stars,CyanSize: Medium 67cm,Prashant pandey,Satisfied with product,This is quite a good bag for travelling porpose.,9 August 2024
