Product_name,rating,review_title,review_discription
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Comfortable,They are useful and give good grip
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Good Product,Good quality
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Build quality is not good. Used less than 2 months.,"It's good to use. I have given 2 star just because it's work less than 2 months. My wife uses it just for household work not any kind of heavy duty. As it comes from a big brand, Build quality should improve."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,"Too small, doesn't fit.",Not for medium sized hands
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,It is a normal cleansing glove,Several alternative brands are available at cheaper prices.  The product quality is not sturdy as expecte.  The size is suitable for women but was very small for my hand and hence useless for me.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Worthless.,Devloped holes within 10 days of use. Cheated.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good product,Value for money
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,Rubber,It's rubber. Good if you are working for a short while with them. Your hands will sweat and you will feel terribly uncomfortable if the weather is hot. It sticks to hands uncomfortably too. The plus point is it's easy to clean it.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,দারুন,খুব ভালো
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Not durable one cannot use after 2/3 days of use,It is not that as expected from a reputed manufacturer
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Fantastic,Good gloves and it really fits for small hands
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Standard product,Product is good as I'm using it for long time. Recommended as it is the best product available in the market. Feels little sticky but easy to clean.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,no,no
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Not up to the mark,It is very difficult to put on but after washing your dishes it will be more difficult to put off from your hand.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,It's okay,Not durable
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Durable,Value for money
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good quality at high price,"Good quality, thick and flexible.... Performance is good, doesn't tear easily , appearence is good texture is good ..."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Cleaning gloves have changed my life,Cleaning rubber gloves are resistant for slipping and covers the palm and fingers with a good gripping. These are highly flexible and less tiring to wear than heavy-weight options.The gloves give protection against the harmful acids and chemicals. They are resistant to puncturing or cracking and work well for multiple uses. The gloves are reusable and can be cleaned for the next use. Scotch brite gloves are used for full hand protection and the quality doesn’t let you down.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Very easy to use,Nice product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Keep protecting your Hands.,"superb product, must buy for kitchen and extensive washing i messes or hotels."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Poor quality,"It tore after a couple of uses. It isn't long lasting, which it should have been considering the nature of the product."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Really helpful,Thanks for this product.its helpful
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Best quality,Nice product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Soft and easy to wear,"Light weight, ease of cleaning, good material quality and valuable."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good product,Good product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Don't go for it,"I bought it for dishwashing. The gloves have a really pungent smell and it's creating vomiting sensation in me. Also inside material is falling off. If you ask me , I will say don't buy it. Also minimum quantity to be bought is 2 and now money is wasted as well as waste is added in my house."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Very good product,Good
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good,Quality is good
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Worst,Product is worst. It worked maximum one week.Don't buy
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Useful,Useful
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Very good this product.....,Very good this product..... long lusting this product.... very good.....
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,No water resistance,Not water resistant
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Substandard material quality.,"Poor material quality, developed holes after7to 10 days use."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Really gud quality,M size fits me perfectly
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Good product,"As I m allergic to soap water it's works well for me ,my hand are safe as it's comfortable to wear and easily dry after use.I"
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Good product,"Ease of cleaning, little tight as size is smaller than usual"
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Both are for right hand... Where is the glove for left hand... Too much upset,Both are for right hand... Where is the glove for left hand... Too much upset
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Difficult to wear,Gloves are so tight to wear
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Very bad,Waste of money!
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Rubber Gloves,Good product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good product,Sturdy and value for money product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Gloves,Good product nice to use
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,Size is small,Size is small
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,It's good.,Grip is good
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Good,Garden work
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Not bad,Okie with this
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Worst,Worst
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Only  different  colour  if provided,"I like the products,but only one red colour,if available in multi colour then it will be more effective."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Works like a pro!!!!,Comfortable and durable. Please note that the size is Medium. Will not fit big hands. Fits perfect for medium sized hands!!!
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Too tight for my hand,Product quality is good. But it is too tight for my hand.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good quality,I am writing this review almost after one month of using it. Good quality product.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,Average Performance,"Have been using these products since many many years, they are about average quality since they wareout within a month. I'm sure company wants their consumers to keep buying them every month."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Very small,It will only fit for small children
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,Average,Average
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,The glove was torn after a week wear,Not an impressive durability
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Value for money,Original Product. Handy and easy for household use. Good quality
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Good product,Good product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Best gloves,Comfortable to wear.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Tuff stuff,Handy n durable.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Best product ever,Best gloves
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Easy to use,Keeps the hand safe
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Amazing,Worth buying
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Reasonable price,Good one
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Dont buy quality is really bad,dont buy quality is really very bad torn in 7 days
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Not Antislip for Glassware,I bought this product for washing glassware safely but these are not antislip for glassware (glass utensils)
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,It won't last longer than 2 months,"It won't last longer than 2 months, a small hole gets created after regular use of 2 months. I ordered 3 and all are having the same issue"
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Quality,Good
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,A good product at a very reasonable price. Overall quality is great.,Good 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍👍👍
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Durability,It tore after just two uses...Not expected from 3M
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",2.0,Not so good,Not so good as expected
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,The worst product.,It gets melting at summer temperature. Getting stick in plates. The worst product. Wastage of money.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Hand gloves,Good quality product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",4.0,Review,Good product
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Wrong Item displayed in listing,It is totally wrong item. No way near to the description and non returnable too.
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,Xyz,Product is fineBut color goes in single use
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,I want to replace it .. it’s too tight to me,Kindly allow me to replace this order and kindly provide me with a bigger size and the quality of the product is too good but the size is small .. kindly allow me to return it
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",5.0,Grt,Good
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,too small size,size too small
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",1.0,Damaged after 5month of use,"Normally used for kitchen, after use kept to dry.After 4month gloves was sticky and torner after some use.Not durable."
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfort), 1 Pair",3.0,ok ok product,it is not very heavy use product. i am just using for dish washing and its lifetime only 3 months.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Liquid/Foam quality is good,"Thick, and the smell was good"
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good Product,Good Product & Useful
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good product.,Nice product which does its job pretty good.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good,Forms lather foam really fast with very little quantity of soap.Not too harsh on our skin too
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Nice Product No doubt,Recommended Product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Satisfied,Satisfied with the purchase
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,Shampoo is not foam shampoo 😔,"Disappointed about foam,expected like generally we use hair shampoo like that but in this shampoo t's not worthy"
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,Good,Good product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Must buy,Really very good product and must buy from this seller.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Amazing,Go for it
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,I don't suggest to invest on this,"Very high cost, better to check other products getting better deal"
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Ok,Good
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good cleaning of dust and mud,"Good foam, clean dirty car quickly."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Very nice,"Smell is very good, and also cleaning my bike nicely, very good performance, foam is not more but it's great, and bottel seal is so good & perfect, product stickiness is perfact."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,"Great product, no doubt.","Gives good foam which removes most of the grime away, very easy to use just follow instructions. Smells good too."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Very good,Car users could buy
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good Product,Its not clean automatic you need to clean yourself after spry this foam
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Not for tough stains,Overall it gives best shine to car body....Overall worth product...Doesn't wash out oil stains rear for diesel cars
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Working wonderful,Smell is good.Giving good shining
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,2.0,"Shampoo is good, bad packaging","The packaging is very bad, the cap is prone to spilling. This cap comes to almost all the 3M products in india.Could have been simpler."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Nice producy,good product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Nice product,This simply Cool item for car
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good quality,Good quality
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Best shampoo available in market,Price little bit higher than other local make but 200% value for money product. 20 ml sufficient for 10 litres of water bucket.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good quality,Good
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,Just ok product,Not so good but it's  ok product. I think the company can make even better products in this price segment.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Car washing shampoo,Good product and very effective only 5 ml shampoo for bike one time washing
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good foam,Nice product with this price range
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Shining,Washing car
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,Received in damaged and leaking condition,Received in damaged and leaking condition
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,Not so good,It leaves white water Mark on car surfaceAnd after that they don't easily remove
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Very good product,"I normally don’t spend on costly 3M Products. After buying a cheap shampoo, I decided to try.3M This time. I am fully satisfied as it is value for money. Spend little bit more money and get a great product."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good results.,Great product and does a good job.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Making the car shine using 3M Car Wash Shampoo,"I have used other products earlier and after using this 3M Car wash shampoo, I can see the difference.  For about 2 litres of water use half a cap of this shampoo and it creates lot of lather.  When I brought this, I also bought the large sponge.So the sponge and this car wash shampoo go extremely well together and provides a cleanliness and shine to the car and honestly, I can feel the difference.As I mentioned earlier, use a little quantity of the shampoo only as it creates lots of lather.  Excellent product."
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,Quality,"No differance between Rs1 clinic plus shampoo and this product.. Dont bye any one 3rd class, bad product"
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good quality,Useful product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Very premium wash.,Gives a glossy finish after wash. It has a good foam. Highly recommend.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,NICE,wonderful product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,Good car shampoo,Good product trusted brand honestly over priced
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Lack of information,Not clear whether we can use with bare hands
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,Better,"I had ordered this one, but it doesn’t get bubbles"
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,"Good cleaning shampoo for cars,bikes etc",The product is good. It provides shining post wash and creates much foam to clean.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Product ek number hai,Nice shampoo nice product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Excellent product,Good Quality product.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Super,Nice product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good,Good
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,Damaged product at bottom side  need to replace,I want replacement
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Excellent.,Very good. Generates lot of lather even if you apply little.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,good smell & clean,like
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Worth to buy,Product is good and worth to buy
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,very costly as per quality,very costly as per quality
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,A good shampoo for vlcar cleaning,It is a good shampoo really guys if want to buy any shampoo for car washing then I will suggest you for this.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,4.0,Good product,good product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Best,Very effective
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Best your money can buy,Leaves great shine after the wash and also in someway acts like perfume to your car body. The foam removes the dirt well and leaves a waxy look
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,1.0,This package is has a damaged product,The media could not be loaded.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,car looks great,highly recommended
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,2.0,leaves white patches,leaves white patches
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,Good,Just as same as usual car shampoo
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,One of its kind,The fantastic car washing shampoo..0
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Excellent,Easy to clean and removes all tough stains
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Nice,Own a black car? U must have this. Good product
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Excellent product,Using this from past ten years . This product is excellent it cleans very well give good shine and maintains vehicles paint
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Amazing product,Little amount of shampoo is sufficient for washing as it produces more lather and foam. Dirt removal and performance is good.
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,3.0,High price,It is OK
3M Car wash Shampoo (250 ml) | High Foam for Deep Cleaning | Remove Tough Dirt | Safe on Paint | pH Neutral,5.0,Good product,Matched expectation
